,Business Name,Source,Street Address,City,State,Zip,Title.1,Document URL,Key Nature,Docket Num,Court Juris,Filed Date
145,"AEDES DEVELOPMENT GROUP, INC",,,,,,KADRI V. LACERVE,https://www.westlaw.com/Document/I230B7E47DD1C11EAA4A6DA07B08DE5CD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D131%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=131&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,FRAUD & MISREPRESENTATION,RIC2003088,CA RIVERSIDE SUPER. CT.,2020-08-11
146,MBDG LLC,https://businesssearch.sos.ca.gov/,2200 FLETCHER AVENUE 4TH FLOOR,FORT LEE,NJ,07024,KADRI V. LACERVE,https://www.westlaw.com/Document/I230B7E47DD1C11EAA4A6DA07B08DE5CD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D131%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=131&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,FRAUD & MISREPRESENTATION,RIC2003088,CA RIVERSIDE SUPER. CT.,2020-08-11
147,"LACERVA GROUP, LLC",https://businesssearch.sos.ca.gov/,2798 TROY #106,CORONA,CA,92883,KADRI V. LACERVE,https://www.westlaw.com/Document/I230B7E47DD1C11EAA4A6DA07B08DE5CD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D131%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=131&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,FRAUD & MISREPRESENTATION,RIC2003088,CA RIVERSIDE SUPER. CT.,2020-08-11
148,Rsidhu Auto Group Inc.,,,,,,Martin Tapia v. Rsidhu Auto Group Inc.,https://www.westlaw.com/Document/I2150A91FDD3911EAA4A6DA07B08DE5CD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D152%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=152&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,Fraud & Misrepresentation,20CECG02309,CA Fresno Super. Ct.,2020-08-05
149,"Capital One, N.A.",,,,,,Martin Tapia v. Rsidhu Auto Group Inc.,https://www.westlaw.com/Document/I2150A91FDD3911EAA4A6DA07B08DE5CD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D152%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=152&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,Fraud & Misrepresentation,20CECG02309,CA Fresno Super. Ct.,2020-08-05
150,Hudson Insurance Company,https://businesssearch.sos.ca.gov/,"100 WILLIAM STREET, 5TH FLOOR",NEW YORK,NY,10038,Martin Tapia v. Rsidhu Auto Group Inc.,https://www.westlaw.com/Document/I2150A91FDD3911EAA4A6DA07B08DE5CD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D152%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=152&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,Fraud & Misrepresentation,20CECG02309,CA Fresno Super. Ct.,2020-08-05
151,Nestle Waters North American Inc,,,,,,McSwain v. Nestle Waters North American Inc,https://www.westlaw.com/Document/IC22CE4B9DD2211EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D156%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=156&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,Fraud & Misrepresentation,37-2020-00028111-CU-FR-CTL,CA San Diego Super.Ct.,2020-08-11
152,DEPARTMENT OF HOUSING AND COMMUNITY DEVELOPEMENT,,,,,,"NIRA WOODS, DR. V. DEPARTMENT OF HOUSING AND COMMUNITY DEVELOPEMENT",https://www.westlaw.com/Document/I0A5E3249DCFE11EA8C24C7BE4F705CAD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D175%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=175&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,FRAUD & MISREPRESENTATION,20TRCV00564,CA LOS ANGELES SUPER. CT.,2020-08-11
153,"LEGAL SUPPORT NETWORK, LLC",,,,,,"SHERRI SHAFIZADEH V. LEGAL SUPPORT NETWORK, LLC",https://www.westlaw.com/Document/I5E85546BDD1C11EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D210%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=210&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,FRAUD & MISREPRESENTATION,30-2020-01154244-CL-FR-CJC,CA ORANGE SUPER. CT.,2020-08-07
154,"APEX ESCROW, INC.",,,,,,SUHEIL MUDAWAR V. MAMDOUH ZAKI AWADALLAH,https://www.westlaw.com/Document/I5E855461DD1C11EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D224%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=224&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,FRAUD & MISREPRESENTATION,30-2020-01154414-CU-FR-CJC,CA ORANGE SUPER. CT.,2020-08-05
155,"EMPIRE BROTHERS, INC.",https://businesssearch.sos.ca.gov/,19490 BEACH BLVD,HUNTINGTON BEACH,CA,92646,SUHEIL MUDAWAR V. MAMDOUH ZAKI AWADALLAH,https://www.westlaw.com/Document/I5E855461DD1C11EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D224%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=224&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,FRAUD & MISREPRESENTATION,30-2020-01154414-CU-FR-CJC,CA ORANGE SUPER. CT.,2020-08-05
156,WHITTIER ENTERPRISE LLC,,,,,,"TUSCANY CHEESE, LLC. V. WHITTIER ENTERPRISE, LLC., ET AL.",https://www.westlaw.com/Document/I5D14944ADBFD11EAB1FAF5A0AEE61CE8/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D233%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=233&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,FRAUD & MISREPRESENTATION,20STCV30211,CA LOS ANGELES SUPER. CT.,2020-08-10
157,PAET REAL ESTATE LLC,,,,,,"IPSUM INC. V. PAET REAL ESTATE, LLC, ET AL.",https://www.westlaw.com/Document/I0A5E58DBDCFE11EA8C24C7BE4F705CAD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c1900000173e758ed9ff9d75a3f%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D45%26alertGuid%3Di0ad6066b0000016d21b92b659183ee91&listSource=Alert&list=DocketAlertNext&rank=45&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad6066b0000016d21b92b659183ee91,FRAUD & MISREPRESENTATION,20BBCV00493,CA LOS ANGELES SUPER. CT.,2020-08-12
158,WHITTIER ENTERPRISE LLC,,,,,,"TUSCANY CHEESE, LLC. V. WHITTIER ENTERPRISE, LLC., ET AL.",https://www.westlaw.com/Document/I5D14944ADBFD11EAB1FAF5A0AEE61CE8/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c1900000173e758ed9ff9d75a3f%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D104%26alertGuid%3Di0ad6066b0000016d21b92b659183ee91&listSource=Alert&list=DocketAlertNext&rank=104&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad6066b0000016d21b92b659183ee91,FRAUD & MISREPRESENTATION,20STCV30211,CA LOS ANGELES SUPER. CT.,2020-08-10
159,"Capital One, N.A.",,,,,,Martin Tapia v. Rsidhu Auto Group Inc.,https://www.westlaw.com/Document/I2150A91FDD3911EAA4A6DA07B08DE5CD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c1900000173e757dc77f80e7cb9%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D5%26alertGuid%3Di0ad606db000001712ea31744ee194a26&listSource=Alert&list=DocketAlertNext&rank=5&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606db000001712ea31744ee194a26,Fraud & Misrepresentation,20CECG02309,CA Fresno Super. Ct.,2020-08-05
160,Hudson Insurance Company,https://businesssearch.sos.ca.gov/,"100 WILLIAM STREET, 5TH FLOOR",NEW YORK,NY,10038,Martin Tapia v. Rsidhu Auto Group Inc.,https://www.westlaw.com/Document/I2150A91FDD3911EAA4A6DA07B08DE5CD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c1900000173e757dc77f80e7cb9%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D5%26alertGuid%3Di0ad606db000001712ea31744ee194a26&listSource=Alert&list=DocketAlertNext&rank=5&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606db000001712ea31744ee194a26,Fraud & Misrepresentation,20CECG02309,CA Fresno Super. Ct.,2020-08-05
161,"PROPERTY ASSETS, INC.",,,,,,ARTHUR ANDALON V. PACIFIC HOUSING AND DEVELOPMENT CORP.,https://www.westlaw.com/Document/I4C33D94FDCA211EAA4A6DA07B08DE5CD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c1900000173e757dc77f80e7cb9%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D28%26alertGuid%3Di0ad606db000001712ea31744ee194a26&listSource=Alert&list=DocketAlertNext&rank=28&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606db000001712ea31744ee194a26,FRAUD & MISREPRESENTATION,30-2020-01154306-CU-FR-NJC,CA ORANGE SUPER. CT.,2020-08-07
162,"APEX ESCROW, INC.",,,,,,SUHEIL MUDAWAR V. MAMDOUH ZAKI AWADALLAH,https://www.westlaw.com/Document/I5E855461DD1C11EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c1900000173e757dc77f80e7cb9%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D146%26alertGuid%3Di0ad606db000001712ea31744ee194a26&listSource=Alert&list=DocketAlertNext&rank=146&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606db000001712ea31744ee194a26,FRAUD & MISREPRESENTATION,30-2020-01154414-CU-FR-CJC,CA ORANGE SUPER. CT.,2020-08-05
163,"EMPIRE BROTHERS, INC.",https://businesssearch.sos.ca.gov/,19490 BEACH BLVD,HUNTINGTON BEACH,CA,92646,SUHEIL MUDAWAR V. MAMDOUH ZAKI AWADALLAH,https://www.westlaw.com/Document/I5E855461DD1C11EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c1900000173e757dc77f80e7cb9%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D146%26alertGuid%3Di0ad606db000001712ea31744ee194a26&listSource=Alert&list=DocketAlertNext&rank=146&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606db000001712ea31744ee194a26,FRAUD & MISREPRESENTATION,30-2020-01154414-CU-FR-CJC,CA ORANGE SUPER. CT.,2020-08-05
164,"AEDES DEVELOPMENT GROUP, INC",,,,,,KADRI V. LACERVE,https://www.westlaw.com/Document/I230B7E47DD1C11EAA4A6DA07B08DE5CD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c1900000173e757dc77f80e7cb9%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D172%26alertGuid%3Di0ad606db000001712ea31744ee194a26&listSource=Alert&list=DocketAlertNext&rank=172&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606db000001712ea31744ee194a26,FRAUD & MISREPRESENTATION,RIC2003088,CA RIVERSIDE SUPER. CT.,2020-08-11
165,MBDG LLC,https://businesssearch.sos.ca.gov/,2200 FLETCHER AVENUE 4TH FLOOR,FORT LEE,NJ,07024,KADRI V. LACERVE,https://www.westlaw.com/Document/I230B7E47DD1C11EAA4A6DA07B08DE5CD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c1900000173e757dc77f80e7cb9%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D172%26alertGuid%3Di0ad606db000001712ea31744ee194a26&listSource=Alert&list=DocketAlertNext&rank=172&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606db000001712ea31744ee194a26,FRAUD & MISREPRESENTATION,RIC2003088,CA RIVERSIDE SUPER. CT.,2020-08-11
166,"LACERVA GROUP, LLC",https://businesssearch.sos.ca.gov/,2798 TROY #106,CORONA,CA,92883,KADRI V. LACERVE,https://www.westlaw.com/Document/I230B7E47DD1C11EAA4A6DA07B08DE5CD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c1900000173e757dc77f80e7cb9%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D172%26alertGuid%3Di0ad606db000001712ea31744ee194a26&listSource=Alert&list=DocketAlertNext&rank=172&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606db000001712ea31744ee194a26,FRAUD & MISREPRESENTATION,RIC2003088,CA RIVERSIDE SUPER. CT.,2020-08-11
167,"TTKN Enterprises, LLC",,,,,,"Disney Enterprises, Inc. et al v. TTKN Enterprises, LLC et al",https://www.westlaw.com/Document/I004BD647DD0B11EAAF3CEDF8C55E6C34/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad6403c00000173e766b997fae2b6ef%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D6%26alertGuid%3Di0ad61c1200000160d7977b89876a7277&listSource=Alert&list=DocketAlertNext&rank=6&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad61c1200000160d7977b89876a7277,"Intellectual Property, Copyright",2:20-CV-07274,"CA U.S. Dist. Ct., Cent.",2020-08-12
168,"All Business Class, LLC",,,,,,"Jenkin v. All Business Class, LLC",https://www.westlaw.com/Document/I1B28A02BDCFB11EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad6403c00000173e766b997fae2b6ef%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D13%26alertGuid%3Di0ad61c1200000160d7977b89876a7277&listSource=Alert&list=DocketAlertNext&rank=13&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad61c1200000160d7977b89876a7277,"Intellectual Property, Copyright",3:20-CV-05604,"CA U.S. Dist. Ct., North",2020-08-12
169,"Oticon, Inc.",https://businesssearch.sos.ca.gov/,580 HOWARD AVE,SOMERSET,NJ,08873,"McEwen v. Oticon, Inc.",https://www.westlaw.com/Document/IE2BCD999DCC011EA8C24C7BE4F705CAD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad6403c00000173e766b997fae2b6ef%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D14%26alertGuid%3Di0ad61c1200000160d7977b89876a7277&listSource=Alert&list=DocketAlertNext&rank=14&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad61c1200000160d7977b89876a7277,"Intellectual Property, Copyright",2:20-CV-01611,"CA U.S. Dist. Ct., East",2020-08-12
170,"Lonely Planet Publications, Inc.",https://businesssearch.sos.ca.gov/,1423 RED VENTURES DRIVE,FORT MILL,SC,29707,"Myeress v. Lonely Planet Publications, Inc. et al",https://www.westlaw.com/Document/I0028E6A8DD0B11EAAF3CEDF8C55E6C34/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad6403c00000173e766b997fae2b6ef%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D16%26alertGuid%3Di0ad61c1200000160d7977b89876a7277&listSource=Alert&list=DocketAlertNext&rank=16&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad61c1200000160d7977b89876a7277,"Intellectual Property, Copyright",4:20-CV-05610,"CA U.S. Dist. Ct., North",2020-08-12
171,"Booking Holdings, Inc.",,,,,,"Myeress v. Lonely Planet Publications, Inc. et al",https://www.westlaw.com/Document/I0028E6A8DD0B11EAAF3CEDF8C55E6C34/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad6403c00000173e766b997fae2b6ef%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D16%26alertGuid%3Di0ad61c1200000160d7977b89876a7277&listSource=Alert&list=DocketAlertNext&rank=16&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad61c1200000160d7977b89876a7277,"Intellectual Property, Copyright",4:20-CV-05610,"CA U.S. Dist. Ct., North",2020-08-12
172,"HTG Molecular Diagostics, Inc.",,,,,,"BioSpyder Technologies, Inc. v. HTG Molecular Diagostics, Inc.",https://www.westlaw.com/Document/I0028E6B4DD0B11EAAF3CEDF8C55E6C34/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad6403c00000173e766b997fae2b6ef%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D3%26alertGuid%3Di0ad61c1200000160d7977b89876a7277&listSource=Alert&list=DocketAlertNext&rank=3&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad61c1200000160d7977b89876a7277,"Intellectual Property, Patent",4:20-CV-05607,"CA U.S. Dist. Ct., North",2020-08-12
173,Google LLC,https://businesssearch.sos.ca.gov/,1600 AMPHITHEATRE PARKWAY,MOUNTAIN VIEW,CA,94043,Uniloc 2017 LLC v. Google LLC,https://www.westlaw.com/Document/I03A88C8CDCCF11EAB1FAF5A0AEE61CE8/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad6403c00000173e766b997fae2b6ef%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D23%26alertGuid%3Di0ad61c1200000160d7977b89876a7277&listSource=Alert&list=DocketAlertNext&rank=23&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad61c1200000160d7977b89876a7277,"Intellectual Property, Patent",4:20-CV-05343,"CA U.S. Dist. Ct., North",2020-08-03
174,"Atlantic Medical Products, LLC",,,,,,"Bei Jing Han Tong San Kun Ke Ji You Xian Gong Si v. Atlantic Medical Products, LLC et al",https://www.westlaw.com/Document/I117706CADD0111EAA4A6DA07B08DE5CD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad6403c00000173e766b997fae2b6ef%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D2%26alertGuid%3Di0ad61c1200000160d7977b89876a7277&listSource=Alert&list=DocketAlertNext&rank=2&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad61c1200000160d7977b89876a7277,"Intellectual Property, Trademark/Trade Name",5:20-CV-01625,"CA U.S. Dist. Ct., Cent.",2020-08-12
175,"Trademark Cosmetics, Inc.",https://businesssearch.sos.ca.gov/,545 COLUMBIA AVE,RIVERSIDE,CA,92507,"Bei Jing Han Tong San Kun Ke Ji You Xian Gong Si v. Atlantic Medical Products, LLC et al",https://www.westlaw.com/Document/I117706CADD0111EAA4A6DA07B08DE5CD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad6403c00000173e766b997fae2b6ef%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D2%26alertGuid%3Di0ad61c1200000160d7977b89876a7277&listSource=Alert&list=DocketAlertNext&rank=2&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad61c1200000160d7977b89876a7277,"Intellectual Property, Trademark/Trade Name",5:20-CV-01625,"CA U.S. Dist. Ct., Cent.",2020-08-12
176,"ASHLEY DISTRIBUTION SERVICES, LTD.",https://businesssearch.sos.ca.gov/,1 ASHLEY WAY,ARCADIA,WI,54612,*COMPLEX* SCHILLER V. ASHLEY DISTRIBUTION,https://www.westlaw.com/Document/I1551A32ED7A811EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D1%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=1&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,LABOR & EMPLOYMENT,CIVDS2014776,CA SAN BERNARDINO SUPER. CT,2020-07-23
